ServiceID,ResponseTime(ms),Availability(%),ReliabilityScore,Usability(%),Credibility(%),Certification,CostSatisfaction(%),Prestige(1-5),Security(%),TrustIndex
S16,246,97.33,0.835,62.08,77.98,0,67.53,2,92.49,0.6281
S16,584,97.46,0.929,90.22,84.32,0,65.73,1,80.33,0.4791
S16,698,97.65,0.854,60.08,86.73,1,52.48,5,76.09,0.3877
S16,119,97.18,0.98,77.01,79.34,0,57.04,1,73.86,0.6504
S16,368,99.78,0.813,96.13,96.37,0,70.54,3,81.57,0.6386
S16,432,97.96,0.962,73.61,84.88,0,78.46,2,87.52,0.5819
S16,654,97.53,0.878,83.31,94.67,1,53.41,5,84.02,0.4299
S16,500,98.91,0.971,72.32,96.79,1,79.73,3,90.16,0.7366
S16,405,99.36,0.963,67.16,96.68,1,78.69,3,89.41,0.6884
S16,127,99.26,0.848,89.2,71.97,0,52.57,2,73.27,0.5117
S16,566,99.16,0.81,68.18,71.35,1,82.87,3,75.29,0.4642
S16,359,97.15,0.939,62.89,87.76,1,89.02,5,78.43,0.6584
S16,633,99.35,0.841,77.41,82.3,1,85.47,3,78.68,0.5196
S16,986,98.51,0.986,88.36,93.15,0,66.37,4,79.82,0.1946
S16,200,98.95,0.813,83.2,98.61,1,52.53,1,98.87,0.7301
S16,650,99.87,0.865,69.78,72.02,1,78.53,1,89.16,0.4335
S16,901,99.43,0.803,92.71,88.91,1,84.07,1,95.3,0.3511
S16,452,99.48,0.863,63.88,88.14,0,92.69,1,85.98,0.5939
S16,399,97.54,0.908,86.81,96.06,1,51.66,3,97.45,0.6293
S16,781,98.43,0.931,84.27,79.41,1,64.28,1,75.7,0.3101
S16,395,99.85,0.945,95.96,85.47,1,50.54,4,81.11,0.5436
S16,452,98.75,0.967,81.08,98.22,1,70.3,3,75.1,0.5889
S16,229,97.31,0.822,92.76,99.87,1,61.78,3,87.94,0.6407
S16,255,99.2,0.952,68.61,87.03,1,53.71,3,71.68,0.5675
S16,173,97.13,0.856,81.81,76.24,1,87.89,5,83.4,0.7977
S16,441,99.23,0.828,81.31,93.8,0,82.3,5,79.15,0.5309
S16,564,99.64,0.853,71.81,81.25,1,71.23,2,95.85,0.5906
S16,189,98.28,0.972,60.2,97.37,1,58.23,3,78.26,0.6996
S16,678,98.24,0.925,89.77,93.86,0,77.48,1,94.14,0.4813
S16,554,97.91,0.919,75.87,98.19,1,61.35,4,72.97,0.4621
S16,847,99.63,0.917,72.0,76.45,0,60.7,4,90.12,0.2853
S16,811,98.64,0.882,67.76,82.46,0,73.42,3,76.05,0.2301
S16,431,98.74,0.883,94.07,77.49,1,61.9,5,97.55,0.65
S16,838,98.99,0.83,73.36,98.22,1,76.96,5,84.25,0.4229
S16,447,97.9,0.867,68.16,92.04,1,51.92,3,76.53,0.4704
S16,332,98.3,0.902,80.94,70.74,1,62.51,1,74.41,0.5625
S16,877,99.22,0.921,91.27,78.38,0,84.85,1,81.51,0.3485
S16,697,99.96,0.814,84.1,92.13,1,58.23,5,83.32,0.4274
S16,201,97.1,0.867,98.41,90.43,0,81.1,3,97.83,0.6802
S16,580,97.13,0.868,98.27,71.13,1,51.04,2,89.16,0.4514
S16,313,98.28,0.903,96.09,81.56,1,82.5,3,99.5,0.7573
S16,207,98.98,0.942,82.61,93.81,1,82.8,3,74.97,0.7722
S16,264,98.16,0.927,90.73,80.17,1,64.38,5,88.33,0.7331
S16,702,100.0,0.914,71.54,77.2,1,86.19,2,85.17,0.5086
S16,803,97.59,0.858,83.01,91.31,1,59.3,2,95.04,0.4239
S16,434,97.02,0.968,62.66,89.59,1,69.82,2,73.27,0.5684
S16,185,97.57,0.957,70.54,70.76,1,95.3,1,85.94,0.7973
S16,833,99.66,0.837,73.01,97.18,0,88.7,3,74.35,0.3316
S16,974,97.44,0.931,74.45,84.59,1,92.59,5,74.1,0.3413
S16,523,98.44,0.981,66.44,95.72,0,68.95,4,98.71,0.5361
S16,712,98.26,0.887,63.33,81.72,0,98.87,1,75.66,0.4156
S16,837,99.0,0.985,83.13,81.26,0,82.86,5,77.14,0.388
S16,463,97.16,0.804,79.65,73.66,0,50.08,5,91.74,0.3594
S16,159,98.98,0.903,83.38,93.94,1,53.68,3,74.72,0.6884
S16,581,98.06,0.851,65.17,70.12,1,84.89,2,96.86,0.5546
S16,349,99.78,0.852,97.91,78.69,0,97.29,4,73.84,0.641
S16,659,99.55,0.976,76.53,72.18,0,87.16,5,79.03,0.4945
S16,216,98.2,0.862,77.98,91.36,0,76.06,1,78.04,0.7056
S16,838,99.98,0.805,81.88,91.5,0,60.01,1,71.32,0.2252
S16,973,97.16,0.908,87.61,79.41,0,90.09,3,82.48,0.3828
S16,644,99.37,0.994,75.39,91.07,0,78.7,2,85.66,0.5218
S16,143,98.3,0.816,65.73,77.45,0,58.41,5,96.54,0.6699
S16,608,98.3,0.857,91.32,79.42,1,60.89,5,81.25,0.4683
S16,264,97.51,0.894,70.42,94.21,1,69.31,2,75.99,0.6439
S16,467,98.54,0.966,77.71,92.18,1,67.84,4,87.69,0.6394
S16,956,97.25,0.854,85.29,93.22,1,70.32,5,96.1,0.3865
S16,391,98.85,0.869,98.61,73.38,1,69.72,3,99.06,0.6183
S16,948,97.72,0.877,61.34,73.98,1,90.03,1,85.33,0.3139
S16,955,99.17,0.876,80.75,79.1,1,61.45,2,98.62,0.3348
S16,997,98.82,0.84,97.44,73.1,1,61.74,2,82.78,0.3187
S16,898,99.24,0.983,70.21,85.64,1,52.59,2,71.24,0.2231
S16,975,99.25,0.959,64.49,85.93,0,88.35,5,86.82,0.3793
S16,836,97.59,0.995,83.87,80.43,1,77.91,4,96.04,0.4484
S16,385,97.0,0.874,66.09,82.44,1,65.94,4,70.34,0.5107
S16,303,98.1,0.809,95.15,72.98,1,77.24,2,98.82,0.6431
S16,783,99.76,0.823,88.93,90.37,0,87.56,1,99.71,0.4759
S16,623,98.73,0.871,64.84,77.95,1,76.2,5,80.0,0.4572
S16,918,99.18,0.982,83.1,93.32,1,79.7,5,75.17,0.301
S16,220,99.64,0.996,61.08,93.13,1,58.93,3,97.57,0.7945
S16,855,99.72,0.964,93.81,87.74,1,98.65,2,90.71,0.5177
S16,763,98.59,0.848,68.22,83.17,0,93.0,3,97.83,0.4673
S16,763,98.62,0.932,89.27,76.2,0,64.9,5,84.48,0.3467
S16,287,99.55,0.919,64.25,98.13,1,53.34,5,93.05,0.7104
S16,112,99.42,0.965,78.9,96.88,0,75.99,2,76.32,0.7236
S16,702,99.1,0.902,97.17,92.57,1,94.31,5,81.68,0.618
S16,299,98.81,0.864,62.98,97.55,0,50.73,3,92.5,0.5105
S16,685,98.85,0.804,71.81,96.98,0,78.24,4,72.7,0.4199
S16,867,98.09,0.959,91.31,85.67,1,51.11,4,72.5,0.3337
S16,555,99.52,0.906,78.53,76.29,1,51.03,1,97.24,0.4283
S16,547,98.85,0.907,86.01,76.12,1,71.6,2,77.23,0.5366
S16,887,97.67,0.991,92.48,84.92,1,89.7,5,73.16,0.4151
S16,939,97.72,0.897,91.36,91.75,1,51.28,5,95.19,0.2441
S16,940,99.58,0.863,75.81,82.14,1,75.79,3,93.56,0.3092
S16,170,98.88,0.868,77.22,82.11,0,86.13,1,99.07,0.7295
S16,689,98.2,0.802,82.84,72.19,1,63.28,1,89.77,0.3728
S16,895,97.56,0.824,64.91,93.36,0,78.14,3,73.81,0.2614
S16,229,98.83,0.809,94.78,75.15,0,94.22,2,78.08,0.6558
S16,988,97.55,0.849,63.74,96.96,1,91.03,3,85.11,0.3314
S16,142,98.41,0.813,67.39,75.23,1,82.67,5,85.79,0.6708
S16,619,99.03,0.866,97.79,92.27,1,61.67,5,72.31,0.4542
S16,112,98.7,0.825,71.27,92.37,1,55.31,4,70.2,0.6342
S16,824,99.77,0.984,69.77,95.85,1,57.09,1,92.76,0.4379
S16,722,97.12,0.988,77.01,85.64,1,99.7,4,83.33,0.5318
S16,902,97.84,0.921,88.97,82.08,1,86.09,2,82.14,0.4403
S16,634,97.17,0.961,74.65,72.91,1,60.73,2,92.55,0.4627
S16,401,97.58,0.935,94.99,95.04,0,79.6,1,83.37,0.6031
S16,865,97.37,0.962,65.97,82.51,1,50.95,1,72.19,0.2198
S16,626,99.2,0.928,64.72,99.67,1,91.41,1,88.87,0.5757
S16,741,98.11,0.886,63.1,78.97,0,89.92,2,92.91,0.4966
S16,672,99.78,0.975,71.93,83.14,1,82.88,2,73.72,0.5207
S16,214,97.07,0.888,67.98,82.49,1,60.49,4,94.89,0.7594
S16,559,98.96,0.879,78.45,84.33,0,75.02,4,87.71,0.5676
S16,931,99.91,0.925,99.83,76.68,1,84.03,4,71.18,0.3818
S16,604,97.53,0.988,94.74,78.21,0,68.6,4,78.28,0.3889
S16,407,98.33,0.888,95.8,83.82,0,80.14,4,72.35,0.5878
S16,424,99.11,0.915,93.23,93.13,1,65.93,4,88.6,0.6761
S16,678,98.9,0.898,70.87,92.34,1,75.45,2,84.45,0.502
S16,860,98.7,0.982,69.05,75.53,1,64.08,3,87.7,0.3661
S16,274,97.98,0.935,89.28,85.94,0,85.52,4,91.48,0.6552
S16,950,99.18,0.884,83.96,85.67,0,57.33,2,92.74,0.2408
S16,613,98.96,0.921,68.24,87.12,1,67.71,2,94.96,0.5339
S16,271,97.49,0.831,98.69,79.44,0,85.3,4,82.7,0.6399
S16,601,99.89,0.868,76.97,91.55,1,84.73,2,97.64,0.5857
S16,433,98.67,0.947,92.58,78.41,1,76.09,5,89.29,0.6802
S16,383,98.58,0.912,62.95,79.87,1,54.44,1,72.97,0.4764
S16,574,99.54,0.863,61.41,75.75,0,74.26,2,88.65,0.4165
S16,153,98.92,0.872,78.23,74.82,0,55.76,4,96.44,0.6415
S16,557,97.22,0.962,64.78,96.44,0,68.1,5,78.55,0.5133
S16,678,98.52,0.908,99.17,81.82,1,63.08,3,83.76,0.4372
S16,519,99.34,0.848,92.48,92.67,1,95.35,5,78.03,0.6831
S16,713,99.1,0.859,78.16,92.76,1,73.3,3,93.25,0.5676
S16,731,99.91,0.894,99.18,87.13,0,88.78,2,99.57,0.4957
S16,802,97.07,0.953,69.53,94.78,1,72.11,1,88.96,0.4315
S16,508,97.78,0.999,87.16,70.03,1,65.23,2,89.82,0.5735
S16,403,98.65,0.837,60.7,74.85,0,71.68,2,74.73,0.475
S16,658,98.86,0.951,74.89,95.62,1,94.65,1,80.04,0.5406
S16,321,97.82,0.923,63.17,98.1,0,54.98,2,81.97,0.5184
S16,632,99.48,0.906,74.69,85.33,1,68.98,5,83.23,0.5049
S16,257,97.49,0.993,75.22,90.8,1,62.27,5,93.28,0.71
S16,447,97.0,0.865,75.01,74.68,0,74.36,2,94.34,0.4988
S16,258,99.86,0.835,76.58,90.14,1,79.55,5,90.36,0.7013
S16,988,98.17,0.976,84.67,89.48,1,85.58,5,87.72,0.4063
S16,983,99.87,0.814,67.58,73.29,0,56.66,4,94.85,0.1513
S16,334,97.83,0.963,69.38,93.49,1,79.55,1,82.72,0.7127
S16,761,97.19,0.918,85.82,71.01,1,88.74,5,87.51,0.5018
S16,504,99.32,0.833,78.65,99.4,1,84.14,3,85.03,0.5913
S16,356,99.51,0.845,66.48,98.98,0,74.01,4,90.01,0.5872
S16,776,98.48,0.831,91.49,93.61,1,79.75,3,89.58,0.4994
S16,688,97.22,0.944,97.24,84.61,1,94.99,5,77.08,0.597
S16,696,98.96,0.829,78.61,78.94,1,75.0,3,70.98,0.4164
S16,657,97.55,0.936,84.56,80.17,1,91.04,2,86.95,0.5954
S16,146,99.55,0.826,92.61,73.09,1,97.89,2,99.4,0.8788
S16,312,97.82,0.96,98.55,91.76,1,52.97,1,73.07,0.5881
S16,578,99.54,0.984,98.77,98.83,1,93.1,3,82.1,0.6092
S16,586,98.28,0.912,96.91,77.17,0,55.49,4,80.81,0.4201
S16,670,98.79,0.993,92.64,99.33,1,53.33,1,79.34,0.4844
S16,665,99.37,0.878,77.03,83.59,1,71.36,1,92.19,0.5036
S16,441,97.12,0.849,86.79,74.21,0,74.57,4,99.1,0.5712
S16,623,99.46,0.835,90.54,93.16,1,54.28,5,91.97,0.4697
S16,803,97.42,0.896,63.68,94.9,0,98.01,4,79.06,0.4226
S16,602,98.08,0.826,64.65,80.13,0,52.74,5,71.43,0.3335
S16,105,98.42,0.975,88.22,99.01,0,84.92,3,87.98,0.8462
S16,920,99.69,0.957,86.68,86.09,1,67.42,1,74.64,0.3018
S16,243,97.07,0.912,92.15,70.96,1,56.46,5,90.17,0.6454
S16,957,98.68,0.944,67.38,80.34,0,90.48,5,98.95,0.3693
S16,360,98.93,0.81,97.47,92.98,0,90.12,2,93.56,0.6677
S16,684,97.95,0.841,69.53,75.96,1,95.34,4,88.74,0.5492
S16,785,97.87,0.924,65.4,73.95,1,91.91,4,99.76,0.4787
S16,331,98.47,0.895,72.97,88.42,1,76.41,3,78.14,0.6945
S16,369,97.56,0.921,92.34,78.97,1,55.27,4,89.4,0.578
S16,546,98.4,0.818,61.13,88.41,1,90.31,1,79.71,0.4703
S16,973,99.3,0.93,69.07,79.46,1,51.79,3,70.73,0.1269
S16,321,99.54,0.961,98.22,93.14,0,85.02,1,84.69,0.7167
S16,151,98.16,0.909,60.68,82.65,1,52.49,3,95.17,0.776
S16,215,98.85,0.871,71.13,99.59,1,61.99,3,81.49,0.7951
S16,637,97.0,0.835,73.03,81.24,1,73.6,2,79.61,0.3828
S16,664,98.65,0.853,96.96,74.4,1,79.42,1,92.28,0.479
S16,976,99.93,0.905,94.05,89.05,1,95.25,2,78.66,0.3867
S16,640,97.94,0.851,78.4,91.86,1,99.39,1,91.2,0.5533
S16,118,98.78,0.956,72.7,80.34,1,87.31,1,99.7,0.8961
S16,914,99.29,0.826,97.78,92.38,1,100.0,2,76.83,0.4363
S16,491,98.83,0.903,67.53,80.24,1,60.63,1,98.55,0.5787
S16,890,98.26,0.899,79.07,72.91,1,72.86,2,97.71,0.3864
S16,728,97.46,0.828,76.74,72.5,0,89.84,5,78.09,0.4476
S16,717,98.39,0.999,97.41,84.3,1,50.35,2,84.72,0.4538
S16,518,97.88,0.965,90.23,99.51,1,75.52,3,75.0,0.5854
S16,408,99.09,0.877,78.54,85.96,1,93.42,1,84.03,0.6816
S16,838,98.33,0.937,84.28,85.97,1,81.09,3,86.89,0.4005
S16,963,99.55,0.943,96.3,95.89,0,86.62,3,88.12,0.32
S16,285,97.58,0.93,93.25,98.42,1,92.76,1,94.85,0.8979
S16,360,98.25,0.886,84.62,75.28,0,94.25,1,90.52,0.6949
S16,627,98.67,0.977,96.61,73.96,1,69.17,1,87.05,0.535
S16,372,97.38,0.954,75.21,90.47,0,62.61,1,88.71,0.5241
S16,259,98.76,0.908,89.33,88.35,1,69.38,1,77.94,0.6574
S16,969,97.87,0.801,60.64,80.37,1,65.32,4,83.41,0.2276
S16,861,97.69,0.845,83.32,96.87,1,74.94,1,92.4,0.4029
S16,323,97.43,0.902,65.48,86.28,1,69.81,1,89.39,0.5747
S16,355,98.05,0.98,80.97,75.2,1,55.38,5,93.37,0.6159
S16,279,99.79,0.926,69.86,81.68,0,93.14,1,90.39,0.725
S16,119,97.09,0.884,75.23,96.34,1,61.14,5,89.51,0.8046
S16,723,99.56,0.81,91.69,70.56,0,93.84,5,71.1,0.3372
S16,731,98.19,0.919,62.34,95.14,1,59.19,1,78.89,0.3775
S16,805,98.68,0.87,81.5,98.55,1,87.54,4,73.89,0.4632
S16,567,98.54,0.907,65.79,80.99,0,58.62,4,71.25,0.3596
S16,722,99.78,0.953,82.93,78.54,1,77.35,5,98.72,0.5092
S16,309,99.31,0.961,85.34,74.97,1,97.31,3,91.36,0.8542
S16,612,99.95,0.973,67.28,71.2,1,82.92,1,92.31,0.5347
S16,157,99.38,0.927,60.24,90.3,0,52.2,1,81.84,0.5698
S16,192,97.89,0.981,63.42,75.13,1,83.36,1,81.68,0.794
S16,320,99.89,0.938,87.58,96.85,0,55.41,3,71.21,0.5593
S16,822,99.95,0.957,75.2,83.67,1,53.23,4,71.55,0.316
S16,331,97.37,0.937,74.92,99.19,1,74.77,1,74.31,0.5576
S16,873,99.7,0.974,87.68,99.39,1,93.63,2,98.59,0.6225
S16,463,98.99,0.845,79.89,94.02,0,93.82,2,78.7,0.5408
S16,714,99.77,0.952,85.48,83.19,1,83.5,3,70.28,0.4709
S16,661,99.75,0.823,96.77,83.87,0,65.83,2,97.57,0.3916
S16,473,99.67,0.818,80.27,98.52,1,91.66,1,91.77,0.6278
S16,721,99.66,0.898,85.52,91.83,1,89.48,5,86.97,0.4861
S16,555,97.35,0.86,85.59,82.02,0,99.78,2,75.86,0.5265
S16,187,97.43,0.913,81.39,95.88,1,74.59,4,89.38,0.8582
S16,119,97.35,0.936,86.58,78.15,1,93.01,4,78.07,0.85
S16,113,97.27,0.845,93.37,98.1,1,81.24,3,90.08,0.8109
S16,232,98.06,0.94,92.31,77.27,1,90.87,3,91.16,0.8026
S16,907,99.05,0.999,62.29,91.99,0,52.48,1,78.31,0.2567
S16,133,98.06,0.952,98.07,89.42,1,66.18,2,77.4,0.6916
S16,991,99.16,0.835,93.89,87.59,1,75.18,1,90.32,0.305
S16,307,99.46,0.927,98.82,84.04,1,57.66,5,92.85,0.6679
S16,912,99.0,0.802,67.76,86.73,1,71.09,1,74.63,0.1933
S16,298,98.4,0.894,81.46,90.77,1,62.68,1,99.63,0.6972
S16,691,97.89,0.907,77.6,89.0,1,58.58,5,71.34,0.3702
S16,682,97.37,0.994,75.08,78.3,1,72.56,3,72.75,0.5144
S16,254,98.48,0.947,76.26,78.15,0,74.3,1,79.5,0.5862
S16,689,99.16,0.941,96.14,89.47,1,61.22,2,76.5,0.4155
S16,177,98.64,0.906,87.94,74.57,1,70.94,2,71.83,0.5914
S16,271,99.16,0.903,72.99,99.25,0,72.16,1,97.05,0.6611
S16,388,98.01,0.998,75.16,95.4,1,85.11,5,74.9,0.7819
S16,644,97.2,0.804,78.74,83.59,1,95.92,1,78.85,0.5049
S16,911,99.31,0.861,74.68,85.75,1,72.66,3,81.43,0.3524
S16,887,97.66,0.827,68.4,80.63,1,99.66,2,70.32,0.2608
S16,978,98.85,0.863,77.41,74.57,0,57.09,2,72.92,0.0953
S16,519,99.41,0.893,63.18,87.74,1,86.94,5,84.43,0.5962
S16,106,97.42,0.868,94.18,99.66,0,62.85,2,77.68,0.67
S16,259,98.8,0.993,92.99,74.89,0,52.89,1,84.05,0.5362
S16,339,99.07,0.936,95.68,86.08,1,52.13,4,90.47,0.6222
S16,522,99.24,0.946,77.84,98.81,1,51.92,1,87.23,0.557
S16,635,97.44,0.948,86.05,99.47,1,81.0,4,92.28,0.6052
S16,825,99.48,0.98,92.4,84.58,0,72.69,4,99.48,0.3907
S16,169,97.28,0.954,72.59,72.19,0,91.56,4,81.67,0.7253
S16,979,98.56,0.803,85.34,77.5,1,97.55,1,92.63,0.3701
S16,315,98.33,0.852,77.53,91.11,1,57.59,3,75.7,0.6332
S16,203,97.67,0.998,74.95,72.09,0,86.05,2,70.56,0.7146
S16,826,97.91,0.93,94.38,89.13,1,79.27,1,97.69,0.4453
S16,153,97.49,0.814,84.96,83.51,1,95.64,4,82.96,0.789
S16,905,98.28,0.893,84.94,75.42,0,62.13,1,85.49,0.246
S16,429,97.11,0.996,66.27,72.99,1,54.88,5,71.12,0.4878
S16,947,99.67,0.999,73.88,90.49,1,69.58,5,83.66,0.343
S16,302,97.49,0.886,93.65,75.28,1,58.61,1,73.59,0.5579
S16,387,99.66,0.979,68.54,85.68,0,94.95,4,99.24,0.731
S16,144,99.59,0.918,98.82,84.79,1,78.91,2,80.11,0.7896
S16,928,98.36,0.902,93.28,90.21,0,86.0,2,91.2,0.4273
S16,297,98.49,0.882,70.7,82.94,0,59.26,5,98.06,0.5196
S16,315,97.91,0.978,64.33,97.46,0,89.0,4,94.0,0.8039
S16,580,99.99,0.924,66.78,95.57,1,77.65,1,93.48,0.5514
S16,408,99.01,0.867,69.69,94.53,1,97.6,5,92.96,0.8254
S16,995,99.86,0.898,69.51,78.32,1,75.64,2,85.87,0.3345
S16,534,98.24,0.889,60.65,99.55,1,50.49,1,80.23,0.4582
S16,431,99.65,0.89,88.61,85.72,0,51.18,2,97.07,0.4186
S16,795,98.34,0.862,99.08,99.3,1,61.3,4,76.19,0.398
S16,126,99.6,0.927,71.46,95.23,1,88.75,5,80.97,0.8934
S16,265,97.39,0.81,60.65,95.95,0,59.83,3,91.56,0.5272
S16,417,98.91,0.977,96.73,91.17,1,66.41,4,85.17,0.6476
S16,373,99.04,0.883,68.25,75.21,1,70.31,5,86.67,0.5793
S16,482,98.97,0.96,60.29,98.74,1,55.6,3,85.46,0.5661
S16,464,98.34,0.946,68.96,82.01,1,89.25,4,70.11,0.6207
S16,202,99.05,0.894,64.16,98.31,1,77.02,4,74.67,0.7213
S16,602,97.72,0.84,89.04,96.33,1,62.57,1,97.39,0.4964
S16,944,98.79,0.912,60.07,94.67,0,73.4,2,92.58,0.2249
S16,472,98.66,0.99,77.65,70.24,1,85.29,1,81.13,0.6022
S16,715,97.96,0.837,79.68,87.3,1,85.21,1,75.48,0.4567
S16,344,99.34,0.851,91.37,77.32,0,61.8,5,87.58,0.4761
S16,916,97.24,0.999,80.89,96.42,1,71.52,2,80.33,0.3719
S16,268,97.51,0.979,64.99,91.05,0,51.44,3,75.05,0.5345
S16,727,98.41,0.91,77.06,89.46,1,71.18,5,85.46,0.5059
S16,752,99.68,0.939,97.38,97.14,0,52.83,4,70.55,0.3299
S16,517,98.73,0.889,69.47,78.87,0,51.1,1,83.06,0.3461
S16,455,99.53,0.881,71.98,73.24,0,79.53,2,70.22,0.4006
S16,577,98.55,0.889,94.93,79.16,1,77.28,2,90.48,0.5378
S16,224,99.36,0.883,91.44,75.51,1,94.18,5,90.02,0.8048
S16,636,97.98,0.935,71.82,77.58,1,88.23,5,86.49,0.5115
S16,805,99.45,0.866,88.33,86.99,1,88.27,1,82.17,0.3822
S16,995,98.21,0.834,63.4,83.66,1,94.52,2,72.05,0.185
S16,711,98.68,0.941,81.72,99.43,1,57.76,4,92.8,0.5005
S16,501,97.53,0.806,94.84,82.55,1,50.58,5,77.23,0.448
S16,616,99.76,0.944,93.7,74.55,0,68.59,4,83.07,0.3891
S16,630,99.1,0.853,68.11,96.25,1,63.7,2,74.18,0.4048
S16,781,99.58,0.838,81.33,78.29,0,55.09,1,87.86,0.2237
S16,885,97.62,0.876,75.94,73.24,1,60.42,2,89.02,0.3001
S16,353,97.2,0.823,82.43,89.77,1,54.59,1,87.82,0.5848
S16,220,98.01,0.877,63.0,77.69,1,87.12,1,72.22,0.6689
S16,131,98.55,0.82,99.25,70.48,1,76.23,5,98.61,0.8168
S16,760,99.41,0.897,82.54,89.91,1,61.7,3,85.66,0.496
S16,877,98.19,0.835,64.77,72.17,1,93.9,4,85.26,0.353
S16,136,97.81,0.826,85.69,70.07,1,98.71,5,88.64,0.8076
S16,788,98.12,0.916,60.31,90.47,1,70.95,1,87.85,0.4653
S16,441,99.11,0.925,60.26,83.6,1,86.98,3,77.49,0.5935
S16,112,98.01,0.801,67.17,94.13,0,87.0,1,83.34,0.7119
S16,282,99.94,0.878,70.84,74.93,0,78.11,2,80.18,0.5856
S16,756,97.52,0.816,70.53,85.32,1,73.12,2,89.09,0.4713
S16,364,99.26,0.948,77.73,73.48,1,82.21,5,75.32,0.6733
S16,187,98.77,0.936,80.53,82.29,1,58.45,5,71.14,0.652
S16,561,97.7,0.81,76.89,80.69,0,86.31,1,89.15,0.4407
S16,145,99.26,0.988,74.96,89.15,1,55.53,5,88.17,0.747
S16,491,98.34,0.992,86.81,88.7,1,80.28,5,95.36,0.6124
S16,218,99.05,0.867,69.93,77.75,1,51.35,2,73.6,0.6324
S16,630,98.99,0.826,85.11,71.52,1,94.55,2,90.31,0.6024
S16,546,97.33,0.823,98.27,73.14,0,86.22,3,73.48,0.4016
S16,831,99.52,0.968,78.87,97.39,0,73.5,5,73.24,0.317
S16,844,99.04,0.892,80.45,91.8,0,80.4,2,70.81,0.3692
S16,705,99.34,0.802,89.13,98.27,0,81.94,2,70.77,0.3627
S16,862,98.34,0.985,80.3,88.53,1,95.5,2,70.83,0.4999
S16,861,97.59,0.919,65.76,96.38,1,74.7,3,95.99,0.4262
S16,893,97.98,0.938,84.43,93.19,1,79.5,5,90.78,0.4551
S16,843,99.7,0.965,80.35,77.34,0,91.51,4,75.99,0.3483
S16,145,99.81,0.964,98.06,92.49,0,72.32,2,89.16,0.7112
S16,985,98.45,0.815,63.72,88.28,1,62.87,1,81.28,0.2101
S16,607,97.9,0.915,81.46,75.09,1,65.6,1,95.55,0.4754
S16,657,99.19,0.939,84.68,72.82,0,58.34,4,75.15,0.3313
S16,625,99.3,0.817,84.8,81.0,0,87.33,2,98.32,0.4888
S16,696,99.45,0.844,62.39,87.57,1,97.02,4,78.75,0.4908
S16,930,97.09,0.879,73.11,86.7,1,51.62,5,72.28,0.2263
S16,939,97.03,0.977,70.5,84.44,0,84.68,1,78.3,0.3296
S16,102,98.07,0.97,87.2,84.36,1,70.12,2,98.83,0.9036
S16,127,97.46,0.956,89.42,70.49,1,68.15,5,79.92,0.7153
S16,480,99.41,0.998,68.37,70.65,1,78.35,5,79.06,0.5264
S16,256,98.6,0.849,93.04,82.23,0,64.49,5,76.67,0.5611
S16,954,99.48,0.894,79.4,85.46,1,98.73,4,82.67,0.4216
S16,610,97.53,0.889,70.52,90.27,1,87.66,5,78.63,0.5423
S16,432,98.88,0.936,71.99,89.96,1,73.14,3,77.97,0.6255
S16,943,98.74,0.97,70.54,99.55,0,77.97,3,94.21,0.3576
S16,786,98.02,0.898,84.18,81.75,1,55.51,4,79.72,0.3596
S16,213,98.55,0.898,81.08,73.8,1,84.45,4,76.21,0.7281
S16,488,98.77,0.922,97.55,79.03,1,80.15,1,90.57,0.5973
S16,586,99.67,0.948,70.95,93.0,1,97.62,2,72.72,0.5642
S16,942,97.17,0.84,72.77,77.32,1,78.1,4,77.03,0.3386
S16,349,99.47,0.992,60.26,94.52,1,50.86,3,90.36,0.5896
S16,670,99.94,0.818,71.93,94.18,1,85.85,2,76.73,0.4999
S16,814,99.2,0.805,70.04,84.08,1,58.77,4,70.7,0.2053
S16,414,99.21,0.872,76.08,91.9,1,79.6,5,93.49,0.65
S16,338,97.65,0.94,79.83,94.04,1,79.85,4,80.73,0.6404
S16,333,98.57,0.996,86.81,91.79,1,95.88,3,84.04,0.8773
S16,402,99.12,0.987,67.68,79.38,0,75.55,2,86.7,0.5486
S16,706,98.81,0.938,82.26,75.1,1,87.47,5,87.35,0.5265
S16,752,98.16,0.887,89.15,73.58,1,55.19,5,70.56,0.2979
S16,433,99.82,0.919,69.65,98.9,1,99.51,3,94.66,0.8488
S16,212,98.54,0.994,74.05,72.83,1,70.36,5,77.36,0.6848
S16,720,99.91,0.853,68.2,83.23,0,93.04,3,89.89,0.4627
S16,461,98.69,0.896,64.44,73.05,1,88.54,4,89.56,0.5742
S16,956,99.38,0.939,90.25,93.84,0,62.8,3,89.67,0.2764
S16,900,99.23,0.802,69.6,86.59,0,92.17,3,97.84,0.3325
S16,196,98.98,0.876,74.7,75.27,1,63.84,4,83.7,0.7151
S16,946,97.04,0.914,69.91,98.79,1,96.16,1,85.45,0.4241
S16,115,97.23,0.98,61.75,95.45,1,52.87,5,73.55,0.6739
S16,655,98.74,0.998,89.16,73.81,0,82.24,3,80.38,0.4667
S16,475,99.74,0.911,85.73,94.4,1,68.57,4,70.53,0.6161
S16,841,98.8,0.989,79.05,95.33,0,74.47,3,79.77,0.3513
S16,489,97.71,0.82,86.97,93.15,1,71.45,3,85.07,0.5751
S16,719,97.96,0.94,93.86,80.53,0,89.67,1,71.87,0.4156
